anime_id,name,genre,type,episodes,rating,members
490,"Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.36,51083
491,"Higurashi no Naku Koro ni Kaku: Outbreak","Horror, Mystery, Psychological, Thriller",OVA,1,7.36,33381
492,"Karneval (TV)","Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13,7.36,108174
493,"Kyouran Kazoku Nikki","Comedy, Sci-Fi",TV,26,7.36,20883
494,"Mobile Suit Gundam Seed Destiny","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896
495,"Yokohama Kaidashi Kikou: Quiet Country Cafe","Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609
496,"Dimension W","Action, Sci-Fi, Seinen",TV,12,7.36,130028
497,"Gear Fighter Dendoh","Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548
498,"Kuromukuro","Action, Mecha, Sci-Fi",TV,26,7.35,46323
499,"Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars","Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326
500,"Onegai☆Teacher","Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558
501,"Subete ga F ni Naru: The Perfect Insider","Mystery, Psychological, Sci-Fi",TV,11,7.35,81230
502,"Super Robot Taisen OG: The Inspector","Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962
503,"Densetsu no Yuusha Da Garn","Mecha, Sci-Fi, Shounen",TV,46,7.34,1897
504,"Elfen Lied Special","Drama, Ecchi, Horror, Psychological, Supernatural",Special,1,7.34,116129
505,"Figure 17: Tsubasa &amp; Hikaru","Sci-Fi, Slice of Life",TV,13,7.34,6860
506,"Great Mazinger","Action, Mecha, Sci-Fi, Shounen",TV,56,7.34,1917
507,"HeatGuy J","Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,10727
508,"Kiddy Grade: Truth Dawn","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.34,3174
509,"Koi Kaze","Drama, Psychological, Romance, Seinen",TV,13,7.34,41250
510,"Macross Δ","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308
511,"Mojakou","Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218
512,"Neppuu Kairiku Bushi Road","Action, Fantasy, Mecha, Sci-Fi",Special,1,7.34,19967
513,"Ou Dorobou Jing","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920
514,"Sei Juushi Bismarck","Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764
515,"Sidonia no Kishi Movie","Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472
516,"The Animatrix","Action, Drama, Sci-Fi",OVA,9,7.34,42831
517,"To LOVE-Ru","Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,237563
518,"Umineko no Naku Koro ni","Horror, Mystery, Psychological, Supernatural",TV,26,7.34,126865
519,"11-nin Iru!","Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311
520,"Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de","Action, Mecha, Sci-Fi",Special,2,7.33,14158
521,"Denpa Onna to Seishun Otoko","Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497
522,"Dragon Ball Movie 4: Saikyou e no Michi","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104
523,"Ghost in the Shell: Arise - Alternative Architecture","Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805
524,"Kiddy Grade: Maelstrom","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.33,3189
525,"Mobile Suit Gundam 00: Tenshitachi no Kiseki","Action, Mecha, Sci-Fi",Special,1,7.33,4680
526,"Musekinin Kanchou Tylor OVA","Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006
527,"Sango Shou Densetsu: Aoi Umi no Elfie","Adventure, Sci-Fi",Movie,1,7.33,524
528,"Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi","Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678
529,"Uchuu Senkan Yamato III","Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,2568
530,"Vandread","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,53360
531,".hack//G.U. Trilogy","Action, Fantasy, Game, Sci-Fi",Movie,1,7.32,22537
532,".hack//The Movie: Sekai no Mukou ni","Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617
533,"Accel World EX","Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198
534,"Aquarion Evol","Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753
535,"Di Gi Charat Nyo","Comedy, Fantasy, Sci-Fi",TV,104,7.32,3782
536,"Gakusen Toshi Asterisk 2nd Season","Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287
537,"Gantz:O","Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569
538,"Kidou Tenshi Angelic Layer","Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758
539,"Kyoushoku Soukou Guyver (1989)","Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090
540,"Saber Marionette J Again","Action, Comedy, Harem, Mecha, Romance, Sci-Fi",OVA,6,7.32,7289
541,"Seikai no Danshou: Tanjou","Military, Romance, Sci-Fi, Space",Special,1,7.32,5324
542,"Soukou Kihei Votoms: The Last Red Shoulder","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895
543,"Soukyuu no Fafner: Dead Aggressor - Exodus Special","Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472
544,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi","Comedy, Mecha, Sci-Fi",Special,26,7.31,18178
545,"Ginga Hyouryuu Vifam","Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329
546,"Kiddy Grade","Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766
547,"Madou King Granzort","Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835
548,"Mama wa Shougaku 4 Nensei","Comedy, Drama, Sci-Fi",TV,51,7.31,1711
549,"Ryuusei no Rockman","Action, Game, Sci-Fi, Shounen",TV,55,7.31,6670
550,"Saishuu Heiki Kanojo","Drama, Romance, School, Sci-Fi",TV,13,7.31,58051
551,"Gunslinger Girl: Il Teatrino","Action, Drama, Military, Sci-Fi",TV,13,7.3,38498
552,"HeatGuy J Special","Action, Adventure, Mecha, Police, Sci-Fi",Special,1,7.3,1675
553,"Hokuto no Ken Movie","Adventure, Sci-Fi, Shounen",Movie,1,7.3,9328
554,"Mahoromatic 2","Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,21393
555,"Sakura Nagashi","Action, Drama, Mecha, Music, Sci-Fi",Music,1,7.29,2945
556,"Selector Destructed WIXOSS Movie","Game, Psychological",Movie,1,7.3,9447
557,"Urusei Yatsura Movie 1: Only You","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,3818
558,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,19772
559,"Boku no Chikyuu wo Mamotte","Drama, Sci-Fi, Shoujo",OVA,6,7.29,7254
560,"Buddy Complex","Action, Mecha, Sci-Fi",TV,13,7.29,44006
561,"Digimon X-Evolution","Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449
562,"Galaxy Angel Z","Comedy, Sci-Fi",TV,9,7.29,6616
563,"Gantz 2nd Stage","Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240
564,"Ginga Tetsudou Monogatari","Action, Adventure, Drama, Sci-Fi, Space",TV,26,7.29,5947
565,"Hi no Tori","Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247
566,"Mahoromatic: Automatic Maiden","Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,36656
567,"Rockman.EXE Axess","Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,9025
568,"Dead Leaves","Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717
569,"Dr. Slump: Arale-chan","Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330
570,"Giniro no Kami no Agito","Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,45084
571,"Hoshi wo Katta Hi","Kids, Sci-Fi",Movie,1,7.28,2814
572,"Nerawareta Gakuen","Romance, School, Sci-Fi",Movie,1,7.28,44787
573,"Saint Seiya: Soul of Gold","Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992
574,"Sentou Yousei Yukikaze","Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957
575,"Suzumiya Haruhi no Yuuutsu (2009)","Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448
576,"Tetsuwan Atom","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332
577,"Aria The Origination Picture Drama","Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,7014
578,"Boogiepop wa Warawanai: Boogiepop Phantom","Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280
579,"Cosmic Baton Girl Comet-san","Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763
580,"Cyber City Oedo 808","Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970
581,"Gaiking: Legend of Daiku-Maryu","Action, Mecha, Sci-Fi",TV,39,7.27,2640
582,"Gantz","Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335
583,"Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata","Comedy, Parody, Sci-Fi",OVA,1,7.27,14622
584,"Kenran Butou Sai: The Mars Daybreak","Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265
585,"Koutetsu Jeeg","Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093
586,"Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari","Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859
587,"Mobile Suit Zeta Gundam: A New Translation II - Lovers","Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772
588,"Moonlight Mile 1st Season: Lift Off","Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037
589,"Red Baron","Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188
590,"SF Saiyuuki Starzinger","Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,1199
591,"Tenchi Muyou! in Love 2: Haruka Naru Omoi","Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,10233
592,"Terra Formars: Bugs 2-hen","Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616
593,"Urusei Yatsura: The Shougaibutsu Suieitaikai","Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,1848
594,"Gunnm","Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648
595,"Mahoromatic Summer Special","Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,7945
596,"Mahoutsukai Tai! OVA","Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,7.26,4460
597,"Mouretsu Pirates: Abyss of Hyperspace","Sci-Fi, Space",Movie,1,7.26,7787
598,"Rockman.EXE Beast","Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,4006
599,"Tetsuwan Atom (1980)","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743
600,"Toushou Daimos","Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100
601,"Vampire Hunter D","Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,42377
602,"Doraemon Movie 19: Nobita no Nankai Daibouken","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327
603,"Eureka Seven: Pocket ga Niji de Ippai","Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,32514
604,"Guilty Crown Kiseki: Reassortment","Action, Sci-Fi, Super Power",Special,1,7.25,21388
605,"Haiyore! Nyaruko-san","Comedy, Parody, Sci-Fi",TV,12,7.25,154595
606,"Karneval","Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320
607,"Kikou Ryohei Mellowlink","Action, Mecha, Military, Sci-Fi",OVA,12,7.25,3303
608,"Muteki Koujin Daitarn 3","Mecha, Sci-Fi",TV,40,7.25,1270
609,"Ougon Yuusha Goldran","Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,7.25,910
610,"Rockman.EXE Stream","Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7.25,4161
611,"Shin Hakkenden","Action, Adventure, Martial Arts, Sci-Fi",TV,26,7.25,2692
612,"Suisei no Gargantia Specials","Action, Mecha, Sci-Fi",Special,2,7.24,25383
613,"Tenchi Muyou! GXP","Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,7.25,17943
614,"Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,59207
615,"Gakuen Senki Muryou","Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26,7.24,3108
616,"Gakuen Utopia Manabi Straight! Special","Comedy, School, Sci-Fi, Slice of Life",Special,1,7.24,4800
617,"Ibara no Ou","Action, Mystery, Sci-Fi, Thriller",Movie,1,7.24,38670
618,"IGPX: Immortal Grand Prix (2005)","Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,7.24,11386
619,"Mouretsu Pirates","Sci-Fi, Space",TV,26,7.24,48245
620,"RD Sennou Chousashitsu","Action, Sci-Fi",TV,26,7.24,16331
621,"YAT Anshin! Uchuu Ryokou","Adventure, Comedy, Sci-Fi, Shounen",TV,50,7.24,887
622,"Yuugo: Koushounin","Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,7.24,6108
623,"Concrete Revolutio: Choujin Gensou - The Last Song","Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11,7.23,16116
624,"Cyborg 009 (1979)","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,7.23,3625
625,"Digimon Adventure 02 Movies","Adventure, Fantasy, Kids, Sci-Fi",Movie,2,7.23,26543
626,"Dirty Pair OVA","Adventure, Comedy, Police, Sci-Fi",OVA,10,7.23,2783
627,"Doraemon Movie 16: Nobita no Sousei Nikki","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.23,864
628,"Macross 7","Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,7.23,15420
629,"Mobile Suit Gundam Seed C.E.73: Stargazer","Mecha, Military, Sci-Fi, Space",ONA,3,7.23,15203
630,"Uchuu Kyoudai: Number Zero","Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,1,7.22,2657
631,"Aku no Hana","Drama, Psychological, Romance, School",TV,13,7.22,86669
632,"Aoki Ryuusei SPT Layzner","Mecha, Military, Sci-Fi, Shounen, Space",TV,38,7.22,2378
633,"Appleseed Alpha","Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048
634,"Dirty Pair","Adventure, Comedy, Police, Sci-Fi",TV,24,7.22,9131
635,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi","Comedy, Mecha, Sci-Fi",Special,1,7.22,3518
636,"Otaku no Video","Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",OVA,2,7.22,13885
637,"Rekka no Honoo: Final Burning","Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,1,7.22,4083
638,"Tetsuwan Birdy","Action, Comedy, Sci-Fi, Shounen",OVA,4,7.22,13855
639,"Yoake Mae yori Ruriiro na: Crescent Love","Comedy, Romance, School, Sci-Fi",TV,12,7.22,22770
640,"Appleseed (Movie)","Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",Movie,1,7.21,49553
641,"Chikyuu Bouei Kigyou Dai-Guard","Adventure, Comedy, Mecha, Military, Sci-Fi",TV,26,7.21,4838
642,"Harmony","Psychological, Sci-Fi",Movie,1,7.21,25245
643,"Iria: Zeiram The Animation","Action, Adventure, Sci-Fi, Space",OVA,6,7.21,10208
644,"Kiddy Grade: Ignition","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.21,3466
645,"Mekakucity Actors","Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,12,7.21,198876
646,"Muteki Choujin Zanbot 3","Action, Drama, Mecha, Sci-Fi, Shounen",TV,23,7.21,1570
647,"Muv-Luv Alternative: Total Eclipse","Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531
648,"Photon","Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,6,7.21,7935
649,"Saishuu Heiki Kanojo: Another Love Song","Drama, Romance, Sci-Fi",OVA,2,7.21,12239
650,"Tenchi Muyou! Manatsu no Eve","Action, Comedy, Sci-Fi, Shounen, Space",Movie,1,7.21,10523
651,"Yoroiden Samurai Troopers","Adventure, Samurai, Sci-Fi, Shounen",TV,39,7.21,11015
652,"Armitage III","Action, Adventure, Mecha, Police, Romance, Sci-Fi",OVA,4,7.2,14930
653,"Freezing","Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,12,7.2,159273
654,"Kyoushoku Soukou Guyver II","Action, Adventure, Drama, Horror, Sci-Fi",OVA,6,7.2,4876
655,"Sousei no Aquarion","Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,26,7.2,46647
656,"Space Adventure Cobra","Action, Adventure, Sci-Fi, Space",Movie,1,7.2,3586
657,"Toaru Majutsu no Index: Endymion no Kiseki Special","Action, Magic, Sci-Fi, Super Power",Special,1,7.2,11241
658,"Uchuu Densetsu Ulysses 31","Action, Adventure, Sci-Fi, Space",TV,26,7.2,2297
659,"Biohazard: Degeneration","Action, Horror, Sci-Fi",Movie,1,7.19,20172
660,"Bubblegum Crisis Tokyo 2040","Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.19,20079
661,"Devilman: Tanjou-hen","Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.19,7171
662,"Dirty Pair: The Movie","Adventure, Comedy, Police, Sci-Fi",Movie,1,7.19,3227
663,"Escaflowne","Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,7.19,37379
664,"Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi","Comedy, Mecha, Sci-Fi",Special,1,7.19,8937
665,"Hi no Tori: Uchuu-hen","Drama, Fantasy, Sci-Fi",OVA,1,7.19,1158
666,"Kyattou Ninden Teyandee","Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,54,7.19,7112
667,"Yuri Kuma Arashi","Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549
668,"Armitage III: Poly-Matrix","Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186
669,"Cobra The Animation","Action, Adventure, Sci-Fi, Space",TV,13,7.18,4361
670,"Cyborg Kuro-chan","Comedy, Sci-Fi",TV,66,7.18,3188
671,"Halo Legends","Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190
672,"Mahoromatic: I&#039;m Home!","Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760
673,"Mahou no Tenshi Creamy Mami","Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112
674,"Ninja Senshi Tobikage","Adventure, Mecha, Sci-Fi, Shounen, Space",TV,43,7.18,1941
675,"Shin Getter Robo tai Neo Getter Robo","Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339
676,"Tenchi Muyou! Ryououki 2nd Season Picture Drama","Comedy, Sci-Fi, Shounen, Space",Special,1,7.18,3626
677,"Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo","Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.18,2579
678,"Yuusha Tokkyuu Might Gaine","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021
679,"B&#039;T X","Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913
680,"Dual Parallel! Trouble Adventures","Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636
681,"Madlax","Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
682,"Mahoromatic 2 End Year Special","Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236
683,"Seihou Bukyou Outlaw Star Specials","Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509
684,"Soukou Kihei Votoms: Kakuyaku taru Itan","Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761
685,"Soukou no Strain","Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925
686,"Urusei Yatsura Movie 3: Remember My Love","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897
687,"Wonderful Days","Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
688,"Ao no 6-gou","Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
689,"Bomberman Jetters","Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876
690,"Classroom☆Crisis","School, Sci-Fi",TV,13,7.16,55977
691,"Digimon Tamers: Bousou Digimon Tokkyuu","Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037
692,"Dirty Pair: Lovely Angels yori Ai wo Komete","Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038
693,"Giant Gorg","Adventure, Mecha, Sci-Fi",TV,26,7.16,1300
694,"Kachou Ouji","Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111
695,"Mazinkaiser SKL","Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941
696,"Mirai Shounen Conan (Movie)","Adventure, Drama, Sci-Fi",Movie,1,7.16,917
697,"Mobile Suit Gundam Seed: After-Phase Between the Stars","Action, Drama, Mecha, Sci-Fi",Special,1,7.16,9594
698,"Punch Line","Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
699,"RahXephon: Pluralitas Concentio","Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
700,"Re: Cutie Honey","Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378
701,"Seikimatsu Occult Gakuin","Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
702,"Shangri-La","Action, Drama, Sci-Fi",TV,24,7.16,38495
703,"Sousei no Aquarion OVA","Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
704,"Uchuu no Kishi Tekkaman Blade OVA: Twin Blood","Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432
705,"Aldnoah.Zero 2nd Season","Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364
706,"Buki yo Saraba","Action, Drama, Sci-Fi",Movie,1,7.15,5078
707,"Choujigen Game Neptune The Animation","Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
708,"Doraemon: The Day When I Was Born","Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
709,"Roujin Z","Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
710,"Shippuu! Iron Leaguer","Sci-Fi, Shounen, Sports",TV,52,7.15,432
711,"Soukou Kihei Votoms: Koei Futatabi","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590
712,"Strike Witches","Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159
713,"Wata no Kuni Hoshi","Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835
714,".hack//Sign","Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304
715,"30th Gundam Perfect Mission","Mecha, Sci-Fi",OVA,1,7.14,3963
716,"Aura Battler Dunbine","Adventure, Mecha, Sci-Fi",TV,49,7.14,3694
717,"Cyborg 009 (TV)","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496
718,"Devilman: Yochou Sirene-hen","Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858
719,"Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
720,"Gakusen Toshi Asterisk","Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657
721,"Galaxy Angel","Comedy, Sci-Fi",TV,24,7.14,17601
722,"Hotori: Tada Saiwai wo Koinegau","Drama, Sci-Fi",Movie,1,7.14,3701
723,"IS: Infinite Stratos 2 - World Purge-hen","Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626
724,"Last Exile: Ginyoku no Fam","Action, Adventure, Sci-Fi",TV,21,7.14,28616
725,"Seihou Bukyou Outlaw Star Pilot","Action, Sci-Fi, Space",Special,1,7.14,4046
726,"Terra Formars","Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
727,"Blue Gender","Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581
728,"Blue Seed","Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194
729,"Captain Future","Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837
730,"Galaxy Angel Z Special","Comedy, Sci-Fi",Special,1,7.13,2208
731,"Generator Gawl","Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
732,"Gunslinger Girl: Il Teatrino OVA","Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785
733,"Medarot","Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148
734,"Robotica*Robotics","Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769
735,"Saint Seiya: Kamigami no Atsuki Tatakai","Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894
736,"Sky Girls","Mecha, Military, Sci-Fi",TV,26,7.13,17115
737,"Yamato Takeru","Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,7.13,883
738,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e","Drama, Romance, Sci-Fi, Shoujo",Movie,1,7.12,880
739,"Deadman Wonderland OVA","Action, Horror, Sci-Fi",OVA,1,7.12,78878
740,"Dennou Boukenki Webdiver","Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876
741,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,7.12,18254
742,"IS: Infinite Stratos","Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543
