anime_id,name,genre,type,episodes,rating,members
248,"Motto To LOVE-Ru","Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12,7.61,134988
249,"Planetarian: Chiisana Hoshi no Yume","Drama, Sci-Fi",ONA,5,7.61,38303
250,"Urusei Yatsura OVA","Adventure, Comedy, Sci-Fi",OVA,11,7.61,2470
251,"Ghost in the Shell: Arise - Border:4 Ghost Stands Alone","Mecha, Police, Psychological, Sci-Fi",Movie,1,7.6,19565
252,"Kidou Senkan Nadesico","Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,7.6,27976
253,"On Your Mark","Drama, Music, Sci-Fi",Music,1,7.6,13661
254,"Persona 4 the Animation: No One is Alone","Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",Special,1,7.6,26501
255,"Psycho-Pass 2","Action, Police, Psychological, Sci-Fi",TV,11,7.6,228435
256,"Samurai 7","Historical, Mecha, Samurai, Sci-Fi",TV,26,7.6,74991
257,"So Ra No Wo To","Military, Music, Sci-Fi, Slice of Life",TV,12,7.6,84390
258,"Doraemon (2005)","Comedy, Kids, Sci-Fi, Shounen",TV,Unknown,7.59,2980
259,"Mugen no Ryvius","Drama, Mecha, Military, Psychological, Sci-Fi, Space",TV,26,7.59,22714
260,"Patapata Hikousen no Bouken","Adventure, Sci-Fi",TV,26,7.59,2629
261,"Rakuen Tsuihou: Expelled from Paradise","Action, Mecha, Sci-Fi",Movie,1,7.59,46678
262,"Shinreigari: Ghost Hound","Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469
263,"Tetsujin 28-gou (2004)","Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.59,1826
264,"Aoki Hagane no Arpeggio: Ars Nova DC","Action, Sci-Fi, Seinen",Movie,1,7.58,11943
265,"Level E","Comedy, Sci-Fi, Shounen",TV,13,7.58,55252
266,"Taiyou no Kiba Dagram","Drama, Mecha, Military, Sci-Fi, Shounen",TV,75,7.58,1825
267,"Uchuu no Kishi Tekkaman Blade","Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space",TV,49,7.58,8546
268,"Chobits","Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,26,7.57,266846
269,"Chrome Shelled Regios","Action, Adventure, Fantasy, School, Sci-Fi",TV,24,7.57,103615
270,"Heppoko Jikken Animation Excel♥Saga","Comedy, Parody, Sci-Fi, Shounen",TV,26,7.57,68198
271,"Mardock Scramble: The Third Exhaust","Action, Psychological, Sci-Fi",Movie,1,7.57,20459
272,"The Big O","Action, Mecha, Mystery, Psychological, Sci-Fi",TV,26,7.57,45843
273,"Aria The Natural: Sono Futatabi Deaeru Kiseki ni...","Fantasy, Sci-Fi, Shounen, Slice of Life",Special,1,7.56,10069
274,"Date A Live Movie: Mayuri Judgment","Harem, Romance, Sci-Fi",Movie,1,7.56,48673
275,"Mobile Suit Gundam II: Soldiers of Sorrow","Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.56,11325
276,"Nihon Animator Mihonichi","Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",ONA,35,7.56,16942
277,"Orange: Mirai","Drama, Romance, School, Sci-Fi, Shoujo",Movie,1,7.56,29969
278,"Tetsuwan Birdy Decode","Action, Comedy, Sci-Fi",TV,13,7.56,50384
279,"Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara","Action, Sci-Fi, Super Power",OVA,1,7.56,37609
280,"Waga Seishun no Arcadia: Mugen Kidou SSX","Action, Adventure, Drama, Sci-Fi, Space",TV,22,7.56,2587
281,"Zipang","Action, Drama, Historical, Military, Sci-Fi, Seinen",TV,26,7.56,8630
282,"AKB0048","Music, Sci-Fi",TV,13,7.55,37763
283,"Aoki Hagane no Arpeggio: Ars Nova","Action, Sci-Fi, Seinen",TV,12,7.55,84708
284,"Captain Harlock","Action, Drama, Sci-Fi, Space",Movie,1,7.56,25484
285,"Date A Live: Date to Date","Comedy, Harem, Romance, School, Sci-Fi",OVA,1,7.55,68328
286,"God Eater","Action, Fantasy, Military, Sci-Fi",TV,13,7.55,192433
287,"Gunslinger Girl","Action, Drama, Military, Psychological, Sci-Fi",TV,13,7.55,106865
288,"Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future","Drama, Mecha, Military, Sci-Fi, Space",OVA,1,7.55,16102
289,"Mobile Suit Gundam Unicorn RE:0096","Action, Drama, Mecha, Military, Sci-Fi, Space",TV,22,7.56,9767
290,"RahXephon","Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,7.55,66751
291,"Sunabouzu","Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,7.55,65516
292,"Bobobo-bo Bo-bobo","Adventure, Comedy, Sci-Fi, Shounen",TV,76,7.54,39041
293,"Chou Denji Machine Voltes V","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,40,7.54,3201
294,"Date A Live","Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,12,7.54,301358
295,"Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.54,50607
296,"Future GPX Cyber Formula","Adventure, Sci-Fi, Shounen, Sports",TV,37,7.54,2707
297,"Karas","Action, Fantasy, Sci-Fi",OVA,6,7.54,44108
298,"Tenchi Muyou!","Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,7.54,38372
299,"Vandread: The Second Stage","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.54,36264
300,"Cowboy Bebop: Yose Atsume Blues","Action, Adventure, Comedy, Drama, Sci-Fi, Space",Special,1,7.53,19565
301,"Gundam Build Fighters Try","Action, Mecha, Sci-Fi",TV,25,7.53,17946
302,"Hoshi no Koe","Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,7.53,85492
303,"Pale Cocoon","Drama, Sci-Fi",OVA,1,7.53,44030
304,"Black Cat","Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,7.52,150512
305,"Future GPX Cyber Formula 11","Drama, Sci-Fi, Shounen, Sports",OVA,6,7.52,1116
306,"Ghost in the Shell: Arise - Border:3 Ghost Tears","Mecha, Police, Psychological, Sci-Fi",Movie,1,7.52,21648
307,"Kowarekake no Orgel (Movie)","Drama, Music, Sci-Fi, Slice of Life",Movie,1,7.52,9404
308,"Scrapped Princess","Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575
309,"Tenchi Muyou! in Love","Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.52,14318
310,"Moonlight Mile 2nd Season: Touch Down","Adventure, Drama, Sci-Fi, Space",TV,14,7.51,2758
311,"Neon Genesis Evangelion: Death &amp; Rebirth","Drama, Mecha, Psychological, Sci-Fi",Movie,1,7.51,102093
312,"Oban Star-Racers","Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.51,24156
313,"Sentou Mecha Xabungle","Mecha, Military, Sci-Fi, Shounen",TV,50,7.51,1518
314,"To LOVE-Ru OVA","Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,7.51,79923
315,"Date A Live II","Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187
316,"Gatchaman Crowds: Embrace","Adventure, Sci-Fi",Special,1,7.5,10757
317,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)","Comedy, Mecha, Sci-Fi",TV,12,7.5,7582
318,"Mardock Scramble: The Second Combustion","Action, Psychological, Sci-Fi",Movie,1,7.5,23866
319,"Mnemosyne: Mnemosyne no Musume-tachi","Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092
320,"Sakasama no Patema: Beginning of the Day","Sci-Fi",Special,4,7.5,16933
321,"Seikai no Senki Special","Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216
322,"Kowarekake no Orgel","Drama, Music, Sci-Fi, Slice of Life",OVA,1,7.49,24876
323,"Mai-Otome 0: S.ifr","Sci-Fi",OVA,3,7.49,11171
324,"Mazinger Z","Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,7.49,5746
325,"Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots","Drama, Mecha, Military, Sci-Fi",OVA,1,7.49,2049
326,"Soukyuu no Fafner: Right of Left - Single Program","Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.49,9482
327,"Strike Witches: Operation Victory Arrow","Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.49,11203
328,"Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!","Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7.49,8812
329,"Uchuu no Stellvia","Action, Romance, Sci-Fi, Space",TV,26,7.49,15471
330,"Deadman Wonderland","Action, Horror, Sci-Fi",TV,12,7.48,453454
331,"Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!","Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7.48,2941
332,"Shin Getter Robo","Action, Adventure, Demons, Horror, Mecha, Sci-Fi, Shounen",OVA,13,7.48,4603
333,"Zoids","Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,27614
334,"Appleseed Saga Ex Machina","Action, Mecha, Military, Sci-Fi",Movie,1,7.47,28365
335,"Cross Ange: Tenshi to Ryuu no Rondo","Action, Mecha, Sci-Fi",TV,25,7.47,75807
336,"Doraemon Movie 25: Nobita no Wan Nyan Jikuuden","Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,1269
337,"Futatsu no Spica","Drama, School, Sci-Fi, Supernatural",TV,20,7.47,5894
338,"Gatchaman Crowds","Adventure, Sci-Fi",TV,12,7.47,107513
339,"Gatchaman Crowds Insight","Adventure, Sci-Fi",TV,12,7.47,41220
340,"Mazinkaiser","Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,7,7.47,4681
341,"Mobile Suit Gundam 0083: Stardust Memory","Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,13,7.47,20238
342,"Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey","Action, Adventure, Drama, Sci-Fi, Seinen, Space",OVA,13,7.47,3499
343,"Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!","Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,7.47,24618
344,"Zegapain","Action, Mecha, Romance, Sci-Fi",TV,26,7.47,20644
345,"Doraemon Movie 15: Nobita to Mugen Sankenshi","Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.46,1204
346,"Final Fantasy VII: Last Order","Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,48041
347,"Kurau Phantom Memory","Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,17463
348,"Mobile Police Patlabor","Comedy, Mecha, Police, Sci-Fi",OVA,7,7.46,8516
349,"Mobile Suit Gundam Seed Special Edition","Action, Mecha, Military, Sci-Fi, Space",Special,3,7.46,7118
350,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi",TV,13,7.46,25750
351,"Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.","Action, Music, Sci-Fi",TV,13,7.46,17466
352,"Soukyuu no Fafner: Dead Aggressor - Heaven and Earth","Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,8266
353,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46,20151
354,"Ginga Kikoutai Majestic Prince","Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,35196
355,"Keroro Gunsou Movie 1","Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45,3606
356,"s.CRY.ed","Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,52784
357,"Saber Marionette J","Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,17561
358,"Saint Seiya: Soushuuhen","Adventure, Fantasy, Sci-Fi, Shounen",Special,1,7.45,4031
359,"Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki","Adventure, Drama, Sci-Fi, Space",Movie,1,7.45,4199
360,"Shin Taketori Monogatari: 1000-nen Joou","Drama, Mystery, Sci-Fi",TV,42,7.45,1805
361,"Steamboy","Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,40812
362,"Zoids Shinseiki/Zero","Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,16381
363,"Black Bullet","Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,320267
364,"Brigadoon: Marin to Melan","Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,5636
365,"Doraemon: Obaachan no Omoide","Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44,835
366,"Galaxy Angel 3","Comedy, Sci-Fi",TV,26,7.44,6244
367,"Needless","Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942
368,"Soukou Kihei Votoms: Pailsen Files","Mecha, Military, Sci-Fi, Space",OVA,12,7.44,2861
369,"Soukyuu no Fafner: Dead Aggressor - Exodus","Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44,11882
370,"Doraemon Movie 09: Nobita no Parallel Saiyuuki","Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43,1189
371,"Haiyore! Nyaruko-san W","Comedy, Parody, Sci-Fi",TV,12,7.43,84442
372,"Mobile Suit Gundam I","Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877
373,"Robot Carnival","Fantasy, Sci-Fi",OVA,1,7.43,7213
374,"Robotics;Notes","Drama, Mystery, School, Sci-Fi",TV,22,7.43,107304
375,"Strike Witches 2","Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,51114
376,"Biohazard: Damnation","Action, Horror, Sci-Fi",Movie,1,7.42,10737
377,"Cheonnyeon-yeowoo Yeowoobi","Drama, Fantasy, Sci-Fi",Movie,1,7.42,9045
378,"Doraemon Movie 11: Nobita to Animal Planet","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.42,1581
379,"Himitsu: The Revelation","Mystery, Police, Psychological, Sci-Fi, Shoujo",TV,26,7.42,11761
380,"Mobile Suit Gundam Seed Destiny Special Edition","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Special,4,7.42,7799
381,"Onegai☆Teacher: Himitsu na Futari","Comedy, Ecchi, Romance, Sci-Fi",OVA,1,7.42,32134
382,"Saint Seiya: Shinku no Shounen Densetsu","Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,7.42,8849
383,"Saint Seiya: Tenkai-hen Josou - Overture","Adventure, Sci-Fi, Shounen",Movie,1,7.42,11705
384,"Seikai no Monshou Special","Action, Military, Romance, Sci-Fi, Space",Special,1,7.42,2439
385,"Denpa Onna to Seishun Otoko Special","Comedy, Sci-Fi, Seinen",Special,1,7.41,34723
386,"Heavy Object","Action, Mecha, Military, Sci-Fi",TV,24,7.41,68382
387,"IGPX: Immortal Grand Prix (2005) 2nd Season","Mecha, Sci-Fi, Shounen, Sports",TV,13,7.41,6863
388,"Jyu Oh Sei","Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41,44766
389,"Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer","Action, Mecha, Sci-Fi, Space",Movie,1,7.41,37069
390,"Tenchi Muyou! Ryououki 3rd Season","Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6,7.41,12242
391,"Choujigen Game Neptune The Animation OVA","Action, Comedy, Fantasy, Sci-Fi",OVA,1,7.4,16067
392,"Digimon Adventure 02: Diablomon no Gyakushuu","Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,7.4,31961
393,"Dimension W: W no Tobira Online","Sci-Fi, Seinen",Special,Unknown,7.4,4799
394,"Dragon Ball: Episode of Bardock","Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",Special,1,7.4,29030
395,"Irregular Hunter X: The Day of Sigma","Action, Mecha, Sci-Fi, Shounen",OVA,1,7.4,6348
396,"Tetsuwan Birdy Decode: The Cipher","Action, Comedy, Sci-Fi",OVA,1,7.4,12944
397,"The Third: Aoi Hitomi no Shoujo","Action, Adventure, Sci-Fi, Seinen",TV,24,7.4,14304
398,"Witchblade","Action, Sci-Fi, Super Power",TV,24,7.4,64697
399,"After War Gundam X","Adventure, Drama, Mecha, Sci-Fi, Space",TV,39,7.39,19132
400,"Doraemon: Doraemon Comes Back","Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,7.39,723
401,"Genius Party","Action, Dementia, Fantasy, Mecha, Music, Psychological, Romance, Sci-Fi",Movie,7,7.39,18612
402,"Genius Party Beyond","Dementia, Fantasy, Music, Sci-Fi",Movie,5,7.39,10660
403,"Gosenzo-sama Banbanzai!","Comedy, Sci-Fi",OVA,6,7.39,2095
404,"Saber Marionette J to X","Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",TV,26,7.39,8862
405,"Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?","Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,1,7.39,6870
406,"Gun x Sword","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,45921
407,"Kyoushoku Soukou Guyver (2005)","Adventure, Sci-Fi, Shounen",TV,26,7.38,12337
408,"Oh! Edo Rocket","Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,7.38,8221
409,"RideBack","Action, Drama, Mecha, School, Sci-Fi",TV,12,7.38,32835
410,"Solty Rei","Action, Sci-Fi, Super Power",TV,24,7.38,17943
411,"Soukyuu no Fafner: Dead Aggressor","Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,27516
412,"Galaxy Angel 3 Specials","Comedy, Sci-Fi",Special,2,7.37,2574
413,"Galaxy Angel 4","Comedy, Sci-Fi",TV,13,7.37,5046
414,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi","Comedy, Mecha, Sci-Fi",Special,26,7.37,14240
415,"Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars","Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.37,5705
416,"Yokohama Kaidashi Kikou","Sci-Fi, Seinen, Slice of Life",OVA,2,7.37,12389
417,".hack//Quantum","Action, Adventure, Fantasy, Game, Sci-Fi",OVA,3,7.36,26163
418,"Bubblegum Crisis","Adventure, Mecha, Sci-Fi, Shounen",OVA,8,7.36,17268
419,"Cencoroll","Action, Sci-Fi",Movie,1,7.36,56370
420,"Cybersix","Action, Adventure, Romance, Sci-Fi",TV,13,7.36,3607
421,"Cyborg 009: The Cyborg Soldier","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.36,14867
422,"Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.36,51083
423,"Karneval (TV)","Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13,7.36,108174
424,"Kyouran Kazoku Nikki","Comedy, Sci-Fi",TV,26,7.36,20883
425,"Mobile Suit Gundam Seed Destiny","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896
426,"Yokohama Kaidashi Kikou: Quiet Country Cafe","Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609
427,"Dimension W","Action, Sci-Fi, Seinen",TV,12,7.36,130028
428,"Gear Fighter Dendoh","Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548
429,"Kuromukuro","Action, Mecha, Sci-Fi",TV,26,7.35,46323
430,"Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars","Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326
431,"Onegai☆Teacher","Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558
432,"Subete ga F ni Naru: The Perfect Insider","Mystery, Psychological, Sci-Fi",TV,11,7.35,81230
433,"Super Robot Taisen OG: The Inspector","Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962
434,"Densetsu no Yuusha Da Garn","Mecha, Sci-Fi, Shounen",TV,46,7.34,1897
435,"Figure 17: Tsubasa &amp; Hikaru","Sci-Fi, Slice of Life",TV,13,7.34,6860
436,"Great Mazinger","Action, Mecha, Sci-Fi, Shounen",TV,56,7.34,1917
437,"HeatGuy J","Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,10727
438,"Kiddy Grade: Truth Dawn","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.34,3174
439,"Macross Δ","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308
440,"Mojakou","Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218
441,"Neppuu Kairiku Bushi Road","Action, Fantasy, Mecha, Sci-Fi",Special,1,7.34,19967
442,"Ou Dorobou Jing","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920
443,"Sei Juushi Bismarck","Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764
444,"Sidonia no Kishi Movie","Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472
445,"The Animatrix","Action, Drama, Sci-Fi",OVA,9,7.34,42831
446,"To LOVE-Ru","Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,237563
447,"11-nin Iru!","Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311
448,"Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de","Action, Mecha, Sci-Fi",Special,2,7.33,14158
449,"Denpa Onna to Seishun Otoko","Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497
450,"Dragon Ball Movie 4: Saikyou e no Michi","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104
451,"Ghost in the Shell: Arise - Alternative Architecture","Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805
452,"Kiddy Grade: Maelstrom","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.33,3189
453,"Mobile Suit Gundam 00: Tenshitachi no Kiseki","Action, Mecha, Sci-Fi",Special,1,7.33,4680
454,"Musekinin Kanchou Tylor OVA","Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006
455,"Sango Shou Densetsu: Aoi Umi no Elfie","Adventure, Sci-Fi",Movie,1,7.33,524
456,"Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi","Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678
457,"Uchuu Senkan Yamato III","Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,2568
458,"Vandread","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,53360
459,".hack//G.U. Trilogy","Action, Fantasy, Game, Sci-Fi",Movie,1,7.32,22537
460,".hack//The Movie: Sekai no Mukou ni","Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617
461,"Accel World EX","Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198
462,"Aquarion Evol","Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753
463,"Di Gi Charat Nyo","Comedy, Fantasy, Sci-Fi",TV,104,7.32,3782
464,"Gakusen Toshi Asterisk 2nd Season","Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287
465,"Gantz:O","Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569
466,"Kidou Tenshi Angelic Layer","Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758
467,"Kyoushoku Soukou Guyver (1989)","Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090
468,"Saber Marionette J Again","Action, Comedy, Harem, Mecha, Romance, Sci-Fi",OVA,6,7.32,7289
469,"Seikai no Danshou: Tanjou","Military, Romance, Sci-Fi, Space",Special,1,7.32,5324
470,"Soukou Kihei Votoms: The Last Red Shoulder","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895
471,"Soukyuu no Fafner: Dead Aggressor - Exodus Special","Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472
472,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi","Comedy, Mecha, Sci-Fi",Special,26,7.31,18178
473,"Ginga Hyouryuu Vifam","Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329
474,"Kiddy Grade","Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766
475,"Madou King Granzort","Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835
476,"Mama wa Shougaku 4 Nensei","Comedy, Drama, Sci-Fi",TV,51,7.31,1711
477,"Ryuusei no Rockman","Action, Game, Sci-Fi, Shounen",TV,55,7.31,6670
478,"Saishuu Heiki Kanojo","Drama, Romance, School, Sci-Fi",TV,13,7.31,58051
479,"Gunslinger Girl: Il Teatrino","Action, Drama, Military, Sci-Fi",TV,13,7.3,38498
480,"HeatGuy J Special","Action, Adventure, Mecha, Police, Sci-Fi",Special,1,7.3,1675
481,"Hokuto no Ken Movie","Adventure, Sci-Fi, Shounen",Movie,1,7.3,9328
482,"Mahoromatic 2","Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,21393
483,"Sakura Nagashi","Action, Drama, Mecha, Music, Sci-Fi",Music,1,7.29,2945
484,"Urusei Yatsura Movie 1: Only You","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,3818
485,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,19772
486,"Boku no Chikyuu wo Mamotte","Drama, Sci-Fi, Shoujo",OVA,6,7.29,7254
487,"Buddy Complex","Action, Mecha, Sci-Fi",TV,13,7.29,44006
488,"Digimon X-Evolution","Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449
489,"Galaxy Angel Z","Comedy, Sci-Fi",TV,9,7.29,6616
490,"Gantz 2nd Stage","Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240
491,"Ginga Tetsudou Monogatari","Action, Adventure, Drama, Sci-Fi, Space",TV,26,7.29,5947
492,"Hi no Tori","Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247
493,"Mahoromatic: Automatic Maiden","Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,36656
494,"Rockman.EXE Axess","Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,9025
495,"Dead Leaves","Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717
496,"Dr. Slump: Arale-chan","Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330
497,"Giniro no Kami no Agito","Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,45084
498,"Hoshi wo Katta Hi","Kids, Sci-Fi",Movie,1,7.28,2814
499,"Nerawareta Gakuen","Romance, School, Sci-Fi",Movie,1,7.28,44787
500,"Saint Seiya: Soul of Gold","Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992
501,"Sentou Yousei Yukikaze","Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957
